,,Indoor Environmental Quality Indicators,,,,,,,Human Physiological Responses Indocators,,,,Survey,
#,DATE TIME (PST),Temperature (°C ),RH (%),CO2(ppm),PM2.5,Diff PM2.5,Acoustics(dBA),Lighting(lux),EDA(microS),Skin Temperature (°C ),Stress level,Heart rate,IAQ Evaluation,Thermal Comfort
1,11/15/22 10:20,18.94,45.166,434,19.222,,58.4,130,,,,,0,-1
2,11/15/22 10:30,20.2,41.986,433,19.8,0.578,56.5,135,,,,,0,-1
3,11/15/22 10:40,20.72,39.874,429,19.927,0.127,64.9,137,,,6,96,0,-1
4,11/15/22 10:50,21.13,38.544,432,18.078,-1.849,60.6,139,0.043624,32.05363869,1,73,0,-1
5,11/15/22 11:00,21.46,37.787,399,16.889,-1.189,63.7,142,0.10651675,32.52489167,5,72,0,-2
6,11/15/22 11:10,21.65,37.042,427,15.506,-1.383,54.4,146,0.20157975,32.683475,6,68,0,-2
7,11/15/22 11:20,21.87,36.407,378,14.368,-1.138,58,148,0.284967,32.82482333,3,61,0,-2
8,11/15/22 11:30,21.99,35.956,372,14.244,-0.124,55.1,151,0.368755,32.15020167,1,75,0,-2
9,11/15/22 11:40,22.13,35.156,382,14.603,0.359,61.1,156,0.45249325,31.694385,2,77,0,-2
10,11/15/22 11:50,22.23,34.76,383,14.584,-0.019,56.8,160,0.5063295,30.79358932,1,60,0,-2
11,11/15/22 12:00,22.3,34.473,385,14.839,0.255,53.4,160,0.5558585,30.73691514,,,0,-2
12,11/15/22 12:10,22.42,34.32,389,14.837,-0.002,56.3,167,0.69557375,30.80155667,,,,-2
13,11/15/22 12:20,22.51,34.113,393,14.678,-0.159,56,167,0.717607,30.09442833,,,0,-2
14,11/15/22 12:30,22.61,33.936,430,15.286,0.608,57.5,173,0.50979475,29.58676333,,,0,-2
15,11/15/22 12:40,22.78,34.247,434,15.226,-0.06,57.7,177,0.493334,31.525335,,,0,-2
16,11/15/22 12:50,22.87,33.16,408,14.948,-0.278,53.7,176,0.6250515,32.24921333,,,0,-2
17,11/15/22 13:00,22.97,33.197,437,14.428,-0.52,55.6,180,0.67346475,31.687385,,,0,-2
18,11/15/22 13:10,23.06,32.916,424,13.749,-0.679,54.4,186,0.7273055,32.258495,9,54,0,-2
19,11/15/22 13:20,23.16,32.819,409,13.728,-0.021,54.4,187,0.8187655,32.89270167,4,53,0,-2
20,11/15/22 13:30,23.26,32.507,405,15.605,1.877,55.3,192,0.8864045,32.60296,1,56,0,-2
21,11/15/22 13:40,23.33,32.367,428,17.395,1.79,52.7,190,0.9395165,32.170735,0,54,0,-2
22,11/15/22 13:50,23.38,32.69,400,17.624,0.229,53.9,194,1.0125975,31.82657333,7,50,0,-2
23,11/15/22 14:00,23.42,32.819,410,16.126,-1.498,52.9,198,1.03917475,30.910835,0,54,0,-2
24,11/15/22 14:10,23.5,32.947,445,16.266,0.14,53.7,203,1.1302125,31.81087333,0,60,0,-2
25,11/15/22 14:20,23.5,33.49,402,16.175,-0.091,53.9,205,1.2177005,32.68347833,0,52,0,-2
26,11/15/22 14:30,23.52,33.728,419,15.324,-0.851,66.1,206,1.28582025,32.38771167,2,51,0,-2
27,11/15/22 14:40,23.59,33.911,413,13.898,-1.426,53.9,210,1.3642875,32.46953667,1,49,0,-2
28,11/15/22 14:50,24.07,33.948,411,13.169,-0.729,53.9,215,1.40338075,30.12447833,0,52,0,-2
29,11/15/22 15:00,24.68,33.252,382,10.791,-2.378,53.4,220,-0.00376225,27.04231333,,,0,-3
30,11/15/22 15:10,24.58,33.539,428,9.576,-1.215,53.9,213,0.00730675,29.43825667,3,64,0,-3
31,11/15/22 15:20,24.27,34.375,393,8.804,-0.772,53.7,204,0.03390175,29.221155,1,63,0,-3
32,11/15/22 15:30,24.1,35.028,397,8.842,0.038,55.1,193,0.06586775,30.60810333,2,71,0,-3
33,11/15/22 15:40,23.98,35.62,413,9.404,0.562,55.6,188,0.08832625,30.72573,2,76,0,-3
34,11/15/22 15:50,23.88,35.913,406,10.362,0.958,54.1,179,0.110608,31.4553172,1,68,0,-3
35,11/15/22 16:00,23.81,35.968,402,10.689,0.327,55.1,169,,,7,66,0,-3
36,11/15/22 16:10,23.69,36.322,396,10.48,-0.209,54.1,161,,,5,63,0,-3
37,11/15/22 16:20,23.64,36.627,379,11.166,0.686,56.5,148,,,1,66,0,-3
38,11/15/22 16:30,23.54,37.103,373,12.729,1.563,54.4,139,,,2,66,0,-3
39,11/15/22 16:40,23.5,37.634,383,13.724,0.995,56.3,134,,,0,63,0,-3
40,11/15/22 16:50,23.42,37.347,377,12.59,-1.134,62,123,,,,,0,-3
41,11/15/22 17:00,23.33,36.627,385,11.194,-1.396,53.4,117,,,,,0,-2
42,11/15/22 17:10,23.23,36.066,358,9.167,-2.027,53.4,105,,,,,0,-2
43,11/15/22 17:20,23.21,35.779,389,10.818,1.651,56.8,96,,,,,0,-2
44,11/15/22 17:30,23.16,35.535,382,10.606,-0.212,55.1,89,,,,,0,-2
45,11/15/22 17:40,23.14,35.303,378,8.929,-1.677,,78,,,,,0,-2
46,11/15/22 17:50,23.09,35.571,380,9.513,0.584,,71,,,,,0,-2
47,11/15/22 18:00,23.02,35.98,390,12.691,3.178,,72,,,,,0,-2
48,11/15/22 18:10,22.99,36.53,382,11.904,-0.787,,73,,,,,0,-2
49,11/15/22 18:20,22.94,37.006,368,15.88,3.976,,70,,,,,0,-2
50,11/15/22 18:30,22.9,37.445,372,17.18,1.3,,69,,,,,0,-2
51,11/15/22 18:40,22.85,37.823,390,16.049,-1.131,,69,,,,,0,-2
52,11/15/22 18:50,22.82,38.104,368,14.719,-1.33,,68,,,,,0,-2
53,11/15/22 19:00,22.78,38.3,372,17.188,2.469,,67,,,,,0,-2
54,11/15/22 19:10,22.73,38.391,361,14.848,-2.34,,67,,,,,0,-2
55,11/15/22 19:20,22.73,38.434,373,14.061,-0.787,,66,,,,,0,-2
56,11/15/22 19:30,22.66,38.623,390,15.527,1.466,,65,,,,,0,-2
57,11/15/22 19:40,22.66,39.075,385,14.765,-0.762,,64,,,,,0,-2
58,11/15/22 19:50,22.61,39.325,391,16.271,1.506,,63,,,,,0,-2
59,11/15/22 20:00,22.61,39.655,418,15.476,-0.795,,60,,,,,0,-2
1,11/17/22 9:33,21.99,100,368,23.909,8.433,56,162,,,,,0,0
2,11/17/22 9:43,22.13,100,345,23.64,-0.269,53.7,165,,,,,0,0
3,11/17/22 9:53,22.03,100,378,17.095,-6.545,53.4,167,,,,,0,0
4,11/17/22 10:03,22.08,100,351,9.399,-7.696,55.6,170,,,,,0,0
5,11/17/22 10:13,22.15,100,349,7.381,-2.018,54.4,172,,,,,0,0
6,11/17/22 10:23,22.18,100,356,6.426,-0.955,53.4,172,,,,,0,0
7,11/17/22 10:33,22.2,100,350,5.966,-0.46,53.2,174,,,,,0,0
8,11/17/22 10:43,22.27,100,346,5.726,-0.24,53.2,175,,,,,0,0
9,11/17/22 10:53,22.32,100,342,5.912,0.186,53.4,176,,,,,0,0
10,11/17/22 11:03,22.35,100,377,5.338,-0.574,54.6,176,,,,,0,0
11,11/17/22 11:13,22.39,100,365,5.523,0.185,54.1,178,,,,,0,0
12,11/17/22 11:23,22.49,100,379,5.833,0.31,54.4,179,,,,,0,0
13,11/17/22 11:33,22.51,100,371,5.524,-0.309,54.1,179,,,,,0,0
14,11/17/22 11:43,22.61,100,362,5.053,-0.471,56.8,182,,,,,0,0
15,11/17/22 11:53,22.68,100,370,5.436,0.383,58.7,181,,,,,0,0
16,11/17/22 12:03,22.78,100,364,4.603,-0.833,53.4,184,,,,,0,0
17,11/17/22 12:13,22.87,100,357,4.584,-0.019,54.9,184,,,,,0,0
18,11/17/22 12:23,22.9,100,357,4.327,-0.257,52.9,185,,,,,0,0
19,11/17/22 12:33,22.94,100,372,4.126,-0.201,52.9,186,0.614038,21.25766987,,,0,0
20,11/17/22 12:43,22.99,100,370,4.03,-0.096,52.9,188,74.064251,20.61037833,,,0,0
21,11/17/22 12:53,23.02,100,366,3.873,-0.157,52.9,187,74.064244,21.11808333,,,0,0
22,11/17/22 13:03,23.06,100,374,4.52,0.647,55.1,188,74.06425775,21.53577833,,,0,0
23,11/17/22 13:13,23.09,100,356,4.858,0.338,58.9,189,74.0642495,21.899275,,,0,0
24,11/17/22 13:23,23.14,100,335,5.149,0.291,53.2,190,74.064247,22.18131333,,,0,0
25,11/17/22 13:33,23.16,100,347,6.199,1.05,54.4,192,74.0642555,22.40668833,,,0,0
26,11/17/22 13:43,23.21,100,399,6.465,0.266,56.5,194,74.064248,22.61851833,,,0,0
27,11/17/22 13:53,23.26,100,369,6.757,0.292,55.8,195,0.00495775,27.10598,3,66,0,0
28,11/17/22 14:03,23.28,100,373,7.267,0.51,53.7,190,0.02186025,29.380105,11,67,0,0
29,11/17/22 14:13,23.35,100,346,8.169,0.902,60.8,179,0.043373,30.58875333,3,65,0,-1
30,11/17/22 14:23,23.38,100,375,7.205,-0.964,52.9,168,0.064744,31.06137667,3,68,0,-1
31,11/17/22 14:33,23.4,100,365,6.502,-0.703,52.5,156,0.08650425,31.35491333,4,66,0,-1
32,11/17/22 14:43,23.5,100,369,5.982,-0.52,56.8,142,0.115749,31.37669833,14,91,0,-1
33,11/17/22 14:53,24.1,23.083,365,6.941,0.959,56.5,130,0.14290325,31.67189,3,64,0,-1
34,11/17/22 15:03,24.1,22.888,379,5.579,-1.362,52.9,119,0.19327875,31.59423667,1,67,0,-1
35,11/17/22 15:13,23.91,23.083,374,5.951,0.372,55.3,108,0.23779875,29.93442833,,,0,-1
36,11/17/22 15:23,23.76,23.279,390,6.043,0.092,53.9,96,-0.003824,26.81904833,64,94,0,-1
37,11/17/22 15:33,23.62,23.627,356,6.466,0.423,53.4,83,0.0334895,29.59754667,70,100,0,-1
38,11/17/22 15:43,23.5,23.566,340,6.28,-0.186,54.6,72,0.06486775,30.34171833,39,86,0,-1
39,11/17/22 15:53,23.4,23.663,343,4.961,-1.319,53.7,70,0.018181,29.66755092,48,82,0,-1
40,11/17/22 16:03,23.28,23.853,343,4.715,-0.246,54.4,70,,,3,83,0,-1
1,11/18/22 10:00,22.11,100,372,16.553,11.838,53.9,110,,,,,0,0
2,11/18/22 10:10,22.25,100,353,16.177,-0.376,54.6,113,,,,,0,0
3,11/18/22 10:20,22.18,39.215,354,15.036,-1.141,53.7,116,,,,,0,0
4,11/18/22 10:30,22.25,39.532,369,12.921,-2.115,56.3,120,,,,,0,0
5,11/18/22 10:40,22.3,40.045,362,11.92,-1.001,54.6,124,,,,,0,0
6,11/18/22 10:50,22.37,40.753,379,10.46,-1.46,55.1,127,,,,,0,0
7,11/18/22 11:00,22.42,41.04,358,9.55,-0.91,54.1,130,,,,,0,0
8,11/18/22 11:10,22.47,41.486,348,9.375,-0.175,59.4,139,,,,,0,0
9,11/18/22 11:20,22.51,41.681,393,9.806,0.431,55.1,147,,,,,0,0
10,11/18/22 11:30,22.56,42.035,406,9.161,-0.645,53.9,151,,,,,0,0
11,11/18/22 11:40,22.56,41.663,385,9.452,0.291,54.1,159,,,,,0,0
12,11/18/22 11:50,22.63,41.449,379,9.262,-0.19,54.4,166,,,,,0,0
13,11/18/22 12:00,22.66,41.479,402,11.198,1.936,55.8,175,,,,,0,0
14,11/18/22 12:10,22.68,41.559,398,14.759,3.561,54.6,180,,,,,0,0
15,11/18/22 12:20,22.73,41.351,402,14.729,-0.03,57,186,,,,,0,0
16,11/18/22 12:30,22.82,41.083,402,14.556,-0.173,54.1,193,,,,,0,0
17,11/18/22 12:40,22.87,40.814,411,15.204,0.648,54.1,202,,,,,0,0
18,11/18/22 12:50,22.92,40.649,380,15.191,-0.013,54.6,207,,,1,55,0,0
19,11/18/22 13:00,22.99,40.466,405,14.254,-0.937,54.6,214,,,14,68,0,0
20,11/18/22 13:10,23.02,40.186,405,12.946,-1.308,57.5,223,,,,,0,0
21,11/18/22 13:20,23.11,40.112,391,12.257,-0.689,55.6,231,,,,,0,0
22,11/18/22 13:30,23.11,40.302,418,11.053,-1.204,59.6,238,,,,,0,0
23,11/18/22 13:40,23.11,40.338,427,11.843,0.79,62,244,,,,,0,0
24,11/18/22 13:50,23.16,40.344,442,13.299,1.456,58.7,252,,,,,0,0
25,11/18/22 14:00,23.18,40.393,488,15.073,1.774,66.5,260,,,,,0,0
26,11/18/22 14:10,23.21,40.71,477,14.414,-0.659,58,253,,,,,0,0
27,11/18/22 14:20,23.35,41.028,520,12.544,-1.87,59.4,242,,,14,76,0,0
28,11/18/22 14:30,23.45,41.339,537,12.654,0.11,68.7,230,,,6,64,0,0
29,11/18/22 14:40,23.47,42.456,544,10.597,-2.057,65.1,216,,,51,77,0,0
30,11/18/22 14:50,23.57,44.36,465,11.388,0.791,61.1,205,,,8,74,0,0
31,11/18/22 15:00,23.59,45.563,465,11.772,0.384,65.3,197,,,1,61,0,0
32,11/18/22 15:10,23.64,46.362,437,13.133,1.361,62.2,185,,,,,0,0
33,11/18/22 15:20,23.66,46.814,459,12.913,-0.22,68.9,173,,,4,69,0,0
34,11/18/22 15:30,23.66,47.418,452,14.355,1.442,61.1,165,,,5,75,0,0
35,11/18/22 15:40,23.66,47.949,445,15.928,1.573,62.7,150,,,,,0,0
36,11/18/22 15:50,23.69,48.511,450,15.844,-0.084,66.5,139,,,,,0,0
37,11/18/22 16:00,23.66,49.512,434,18.742,2.898,66.1,130,,,3,71,0,0
38,11/18/22 16:10,23.59,49.725,430,14.394,-4.348,62,121,,,4,70,0,0
39,11/18/22 16:20,23.57,50.104,438,8.411,-5.983,58.4,109,,,4,66,0,0
40,11/18/22 16:30,23.52,50.415,436,6.172,-2.239,65.6,96,,,2,61,0,0
41,11/18/22 16:40,23.5,50.476,447,7.583,1.411,64.2,87,,,58,71,0,0
42,11/18/22 16:50,23.47,50.635,464,10.789,3.206,65.8,76,,,3,71,0,0
43,11/18/22 17:00,23.45,50.897,447,12.687,1.898,71.8,72,,,2,62,0,0
44,11/18/22 17:10,23.42,50.732,458,14.684,1.997,63.9,72,,,2,57,0,0
45,11/18/22 17:20,23.47,50.787,436,14.572,-0.112,60.3,71,,,2,57,0,0
46,11/18/22 17:30,23.45,50.629,462,15.193,0.621,55.3,72,,,7,69,0,0
47,11/18/22 17:40,23.52,50.586,432,15.671,0.478,61.3,70,,,16,74,0,0
48,11/18/22 17:50,23.54,50.391,425,16.834,1.163,70.1,69,,,4,61,0,0
49,11/18/22 18:00,23.45,50.244,434,19.061,2.227,70.1,66,,,1,65,0,0
50,11/18/22 18:10,23.4,50.128,436,19.289,0.228,58.9,65,,,1,66,0,0
51,11/18/22 18:20,23.38,50,425,18.539,-0.75,55.3,64,,,33,79,0,0
52,11/18/22 18:30,23.33,50.11,409,17.574,-0.965,62.5,65,,,9,76,0,0
53,11/18/22 18:40,23.35,49.805,403,17.451,-0.123,62,65,,,,,0,0
1,11/10/22 10:40,21.15,100,445,,,63.4,170,-0.00399625,32.58406667,50,50,-2,-1
2,11/10/22 10:50,21.39,100,452,,,58.2,173,,32.6801,42,42,-2,-1
3,11/10/22 11:00,21.53,100,446,,,56.5,172,,32.67583333,64,64,-2,-1
4,11/10/22 11:10,21.68,100,433,,,58.9,173,0.02652025,32.61353333,37,37,-2,-1
5,11/10/22 11:20,21.84,100,428,,,64.9,176,0.05812125,32.59533333,48,48,-2,-1
6,11/10/22 11:30,21.91,100,432,,,56,176,0.0905,32.6144,45,45,-2,-1
7,11/10/22 11:40,21.96,100,432,,,53.2,177,0.11208425,32.65511667,54,54,-2,-1
8,11/10/22 11:50,22.06,100,441,,,64.6,178,0.12914425,32.71711667,24,24,-2,-1
9,11/10/22 12:00,22.06,100,413,,,54.1,180,74.0642485,32.77113333,,,-2,-1
10,11/10/22 12:10,22.11,100,404,,,53.7,180,74.0642525,32.84176667,,,-2,-1
11,11/10/22 12:20,22.13,100,400,,,53.2,182,74.06425375,32.92713333,,,-2,-1
12,11/10/22 12:30,22.15,100,401,,,53.9,181,74.064251,32.98086667,,,-2,-1
13,11/10/22 12:40,22.15,100,399,,,53.2,182,74.0642585,33.02476667,,,-2,-1
14,11/10/22 12:50,22.2,100,409,,,53.4,183,74.06425825,33.04068333,,,-2,-1
15,11/10/22 13:00,22.2,100,405,,,54.1,186,74.0642495,33.04285,,,-2,0
16,11/10/22 13:10,22.23,100,387,,,54.1,186,74.064255,33.04028333,,,-2,0
17,11/10/22 13:20,22.3,100,401,,,56.3,186,74.064257,32.9982,25,,-2,0
18,11/10/22 13:30,22.39,100,373,,,56.3,188,0.0199295,33.01763333,37,85,-2,0
19,11/10/22 13:40,22.47,100,387,,,53.7,190,0.04375975,33.02523333,18,84,-2,0
20,11/10/22 13:50,22.58,100,390,,,57.7,191,0.0564465,33.01551667,13,82,-2,0
21,11/10/22 14:00,22.68,100,408,,,55.3,190,0.070189,33.0528,13,79,-2,0
22,11/10/22 14:10,22.7,100,396,,,53.7,186,0.09535875,33.03625,18,81,-2,0
23,11/10/22 14:20,22.75,100,410,,,54.1,178,0.10190525,33.0557,18,86,-2,0
24,11/10/22 14:30,22.8,100,406,,,53.2,174,0.0466005,33.09903333,16,80,-2,0
25,11/10/22 14:40,22.9,100,433,,,53.2,167,0.079441,33.13918333,17,79,-2,0
26,11/10/22 14:50,23.04,100,433,,,53.4,161,0.094654,33.19076667,18,,-2,0
27,11/10/22 15:00,23.06,100,420,,,64.9,154,0.1800965,33.23363333,14,79,-2,-1
28,11/10/22 15:10,23.16,100,425,,,54.9,150,0.1812075,33.28636667,23,78,-2,-1
29,11/10/22 15:20,23.18,100,444,,,53.2,144,0.219318,33.3187,9,,-2,-1
30,11/10/22 15:30,23.23,100,423,,,52.9,137,,33.3517,19,78,-2,-1
31,11/10/22 15:40,23.28,100,436,,,52.9,132,0.2477735,33.38116667,7,74,-2,-1
32,11/10/22 15:50,23.3,100,438,,,52.9,125,0.27226825,33.40606667,4,76,-2,-1
33,11/10/22 16:00,23.35,100,406,,,52.9,127,0.2706255,33.46423333,13,72,-2,-1
34,11/10/22 16:10,23.3,100,383,,,56,125,0.258277,33.50215,4,76,-2,-1
35,11/10/22 16:20,23.3,100,416,,,57.5,121,0.28535,33.54816667,8,,-2,-1
36,11/10/22 16:30,23.33,100,399,,,53.9,116,0.28194,33.59576667,9,75,-2,-1
37,11/10/22 16:40,23.3,100,409,,,57.2,111,0.31290525,33.649,7,79,-2,-1
38,11/10/22 16:50,23.26,100,414,,,58.2,109,0.33764825,33.7039,14,70,-2,-1
39,11/10/22 17:00,23.26,100,407,,,54.1,103,0.3495395,33.7286,16,69,-2,-2
40,11/10/22 17:10,23.28,100,420,,,57.7,99,0.368629,33.7364,3,73,-2,-2
41,11/10/22 17:20,23.26,100,423,,,54.1,96,0.4031315,33.74983333,3,74,-2,-2
42,11/10/22 17:30,23.28,100,451,,,52.9,93,0.41054025,33.7602,9,69,-2,-2
43,11/10/22 17:40,23.28,100,471,,,55.1,89,0.393044,33.77875,1,77,-2,-2
44,11/10/22 17:50,23.21,100,420,,,53.2,84,0.4243415,33.76263333,1,71,-2,-2
45,11/10/22 18:00,23.18,100,401,,,53.4,79,0.45803075,33.70646667,2,69,-2,-2
46,11/10/22 18:10,23.23,100,480,,,,75,0.47236025,33.68921667,,,-2,-2
47,11/10/22 18:20,23.4,100,449,,,,74,,33.70675,,,-2,-2
1,11/11/22 11:10,20.48,100,426,17.608,,54.7,170,-0.00148075,21.4497,,,0,0
2,11/11/22 11:20,21.17,100,406,16.835,-0.773,55.1,165,0.0025135,21.66203333,,,0,0
3,11/11/22 11:30,21.32,100,395,14.75,-2.085,54.9,160,1.06411375,21.87751667,,,0,0
4,11/11/22 11:40,21.56,37.103,401,12.493,-2.257,54.9,155,0.4921535,22.07951667,,,0,0
5,11/11/22 11:50,21.72,36.462,377,11.062,-1.431,55.3,152,0.36307,22.28166667,,,0,0
6,11/11/22 12:00,21.84,35.84,382,10.277,-0.785,60.6,150,-0.001886,22.50935,,,0,0
7,11/11/22 12:10,21.96,34.625,374,8.672,-1.605,68,145,0.0015885,22.70135,11,88,0,0
8,11/11/22 12:20,22.08,34.515,368,6.964,-1.708,57.5,142,0.0015065,22.86421667,,,0,0
9,11/11/22 12:30,22.13,34.058,372,5.805,-1.159,56.5,136,0.00273475,22.9834,,,0,0
10,11/11/22 12:40,22.2,33.539,355,5.571,-0.234,54.4,132,0.0020925,23.06691667,,,0,0
11,11/11/22 12:50,22.27,32.916,367,5.303,-0.268,53.9,130,0.00294825,23.12303333,,,0,0
12,11/11/22 13:00,22.35,32.782,369,5.244,-0.059,55.1,130,0.0038485,23.16098333,,,-1,0
13,11/11/22 13:10,22.44,32.617,387,5.258,0.014,57.7,131,0.002794,23.19261667,21,87,-1,0
14,11/11/22 13:20,22.61,32.91,416,5.54,0.282,53.9,131,0.02199875,23.1873,46,98,-1,0
15,11/11/22 13:30,22.63,32.764,352,5.905,0.365,54.3,130,0.052442,23.167,,,-1,0
16,11/11/22 13:40,22.68,32.758,364,6.522,0.617,54.1,127,0.0804675,23.154,,,-1,0
17,11/11/22 13:50,22.7,32.556,350,6.348,-0.174,55.1,124,0.11042775,23.10896667,,,-1,0
18,11/11/22 14:00,22.68,31.891,378,5.712,-0.636,57.2,122,0.132877,26.75616667,64,99,-1,0
19,11/11/22 14:10,22.73,31.97,364,6.143,0.431,53.7,120,0.1874475,29.14818333,,,-1,0
20,11/11/22 14:20,22.75,31.207,372,6.192,0.049,53.7,118,0.2040245,30.07413333,,,-1,0
21,11/11/22 14:30,22.82,31.134,392,6.316,0.124,53.9,118,0.2212005,30.72396667,,,-1,0
22,11/11/22 14:40,22.85,31.183,372,6.704,0.388,54.9,114,0.2378735,31.08533333,,,-1,0
23,11/11/22 14:50,22.9,31.134,384,8.407,1.703,55.3,111,0.24051625,31.32713333,,,-1,0
24,11/11/22 15:00,22.99,31.506,376,6.979,-1.428,54.4,106,0.26608425,31.62856667,57,96,-2,0
25,11/11/22 15:10,23.09,31.58,378,7.753,0.774,58.4,105,0.2659965,31.8667,,,-2,0
26,11/11/22 15:20,23.11,31.47,370,7.63,-0.123,53.7,104,0.28412875,32.05033333,41,92,-2,0
27,11/11/22 15:30,23.16,31.641,416,6.724,-0.906,53.4,105,0.288118,32.24676667,52,90,-2,0
28,11/11/22 15:40,23.18,31.464,371,5.843,-0.881,53.9,102,0.34268075,32.40466667,32,90,-2,0
29,11/11/22 15:50,23.88,31.238,391,5.853,0.01,53.4,100,0.31401325,32.45666667,24,83,-2,0
30,11/11/22 16:00,23.5,31.274,364,6.042,0.189,55.1,97,0.3051975,32.5481,29,85,-2,0
31,11/11/22 16:10,23.38,30.28,387,5.767,-0.275,55.8,98,0.30259075,32.67411667,36,91,-2,0
32,11/11/22 16:20,23.28,30.109,383,6.119,0.352,54.6,90,0.31076625,32.72366667,25,81,-2,0
33,11/11/22 16:30,23.23,29.81,360,6.424,0.305,55.1,92,0.339493,32.73006667,28,90,-2,0
34,11/11/22 16:40,23.18,29.767,371,6.297,-0.127,55.3,86,0.34457425,32.79756667,51,93,-2,0
35,11/11/22 16:50,23.18,29.23,364,6.438,0.141,56.3,88,0.29909725,32.82703333,,,-2,0
36,11/11/22 17:00,23.11,29.468,366,6.998,0.56,58,88,0.30860075,32.8552,,,-3,-2
37,11/11/22 17:10,23.11,29.407,335,6.931,-0.067,62.2,86,0.313204,32.8045,,,-3,-2
38,11/11/22 17:20,23.06,29.449,359,8.629,1.698,53.7,84,0.329728,32.70685,,,-3,-2
39,11/11/22 17:30,23.02,29.553,374,9.2,0.571,53.7,76,0.36425675,32.598805,,,-3,-2
40,11/11/22 17:40,22.94,29.578,345,9.481,0.281,53.4,79,0.38079525,32.59568114,,,-3,-2
41,11/11/22 17:50,22.92,29.657,359,9.562,0.081,54.9,79,0.39304275,32.27113478,,,-3,-2
42,11/11/22 18:00,22.9,29.529,352,10.626,1.064,53.4,77,0.36308775,31.94853167,,,-3,-2
43,11/11/22 18:10,22.82,29.968,370,12.012,1.386,53.9,75,0.371912,32.02116667,,,-3,-2
44,11/11/22 18:20,22.78,30.322,332,11.842,-0.17,57.2,75,0.3585765,31.96686833,,,-3,-2
45,11/11/22 18:30,22.73,30.621,348,11.547,-0.295,53.7,72,0.36227575,31.80768333,,,-3,-2
46,11/11/22 18:40,22.7,30.963,350,11.628,0.081,57.5,72,0.37880625,32.01643333,,,-3,-2
47,11/11/22 18:50,22.7,31.354,350,13.971,2.343,59.1,72,0.40243525,32.24933333,13,78,-3,-3
48,11/11/22 19:00,22.7,31.708,344,15.541,1.57,58.7,72,0.00080425,27.955355,,,-3,-3
1,11/12/22 13:40,22.35,35.742,395,7.367,-8.174,,180,,31.42024242,49,85,-1,1
2,11/12/22 13:50,22.58,34.924,389,6.901,-0.466,,185,0.02514225,31.84830833,,,-1,1
3,11/12/22 14:00,22.58,34.204,342,6.099,-0.802,,187,0.059765,32.44999333,,,-1,1
4,11/12/22 14:10,22.7,33.856,350,5.918,-0.181,,190,0.06914,32.63923333,48,78,-1,1
5,11/12/22 14:20,22.78,33.441,334,6.273,0.355,,182,0.10788175,32.60174833,36,79,-1,1
6,11/12/22 14:30,22.82,33.179,357,6.143,-0.13,,182,0.1152125,32.63803,22,71,-1,1
7,11/12/22 14:40,22.87,32.819,349,6.839,0.696,,175,0.124038,32.30848167,38,81,-1,1
8,11/12/22 14:50,23.42,32.22,349,7.749,0.91,,171,0.09135175,31.51148333,26,76,-1,1
9,11/12/22 15:00,24.22,31.677,324,7.655,-0.094,,168,0.0681235,31.32539,46,79,-2,0
10,11/12/22 15:10,24.19,31.677,367,7.426,-0.229,,166,0.04214175,30.89009833,33,76,-2,0
11,11/12/22 15:20,24,32.422,361,7.526,0.1,,158,0.06264925,30.64965667,28,76,-2,0
12,11/12/22 15:30,23.86,33.118,364,7.531,0.005,,153,0.0227835,30.26974167,15,76,-2,0
13,11/12/22 15:40,23.76,33.997,352,7.61,0.079,,153,0.015465,29.78318,11,72,-2,0
14,11/12/22 15:50,23.64,35.15,344,8.059,0.449,,149,0.01319425,29.59177963,70,96,-2,0
15,11/12/22 16:00,23.54,35.84,342,8.799,0.74,,143,,,12,75,-2,0
16,11/12/22 16:10,23.5,36.084,360,8.673,-0.126,,138,,,13,71,-2,0
17,11/12/22 16:20,23.45,36.066,381,9.025,0.352,,135,,,7,61,-2,0
18,11/12/22 16:30,23.35,36.041,351,8.194,-0.831,,130,,,8,76,-2,0
19,11/12/22 16:40,23.28,36.237,369,6.933,-1.261,,129,,,21,68,-2,0
20,11/12/22 16:50,23.21,36.414,355,4.937,-1.996,,129,,,4,50,-2,0
21,11/12/22 17:00,23.11,36.633,364,4.922,-0.015,,127,,,19,77,-2,-1
22,11/12/22 17:10,23.06,37.103,368,6.635,1.713,,127,,,6,67,-2,-1
23,11/12/22 17:20,23.02,37.805,355,8.515,1.88,,123,,,24,78,-2,-1
24,11/12/22 17:30,22.97,38.507,368,8.102,-0.413,,122,,,37,80,-2,-1
25,11/12/22 17:40,22.97,39.386,357,8.401,0.299,,122,,,9,87,-2,-1
26,11/12/22 17:50,22.92,40.186,370,9.06,0.659,,120,,,31,80,-2,-1
27,11/12/22 18:00,22.85,41.083,384,8.717,-0.343,,123,,,,,-2,-1
28,11/12/22 18:10,22.82,41.144,361,10.033,1.316,,120,,,,,-2,-1
29,11/12/22 18:20,22.8,41.388,361,10.912,0.879,,119,,,,,-2,-1
30,11/12/22 18:30,22.78,41.467,368,13.183,2.271,,119,,,,,-2,-1
31,11/12/22 18:40,22.73,41.486,367,13.785,0.602,,115,,,,,-2,-1
32,11/12/22 18:50,22.7,41.534,375,16.289,2.504,,117,,,,,-2,-1
33,11/12/22 19:00,22.68,41.62,377,18.551,2.262,,117,,,,,-3,-2
