,,Indoor Environmental Quality Indicators,,,,,,,Human Physiological Responses Indocators,,,,Survey,
#,DATE TIME (PST),Temperature (°C ),RH (%),CO2(ppm),PM2.5,Diff PM2.5,Acoustics(dBA),Lighting(lux),EDA(microS),Skin Temperature (°C ),Stress level,Heart rate,IAQ Evaluation,Thermal Comfort
30,11/7/22 14:10,22.18,100,672,,,52.7,246,0.0544955,30.5347,74,79,2,1
31,11/7/22 14:20,22.11,100,670,,,52.7,244,0.043406,30.14506,71,77,2,1
32,11/7/22 14:30,22.13,100,670,,,52.5,243,0.05268125,30.16049833,54,70,2,1
33,11/7/22 14:40,22.13,100,646,,,52.5,242,0.05990275,29.68825167,71,75,2,1
34,11/7/22 14:50,22.18,100,663,,,52.5,241,0.058809,29.51287833,63,73,2,1
35,11/7/22 15:00,22.23,100,655,,,53.2,234,0.04941225,29.62615667,62,77,2,1
36,11/7/22 15:10,22.2,100,658,,,52.7,223,0.06023375,29.58040667,74,76,2,1
37,11/7/22 15:20,22.2,100,681,,,52.5,217,0.06269,29.47824333,74,81,2,1
38,11/7/22 15:30,22.23,100,671,,,52.5,206,0.0895945,29.84762333,72,,2,1
39,11/7/22 15:40,22.23,100,666,,,54.6,199,0.0806315,30.38446167,76,83,2,1
40,11/7/22 15:50,22.23,100,655,,,52.9,188,0.087715,31.22912855,72,82,2,1
41,11/7/22 16:00,22.25,100,645,,,52.9,178,,,66,,2,1
42,11/7/22 16:10,22.35,100,645,,,52.9,170,,,72,75,2,1
43,11/7/22 16:20,22.54,100,672,,,52.5,161,,,67,79,2,1
44,11/7/22 16:30,22.54,100,669,,,52.5,154,,,72,81,2,1
45,11/7/22 16:40,22.56,100,659,,,52.2,144,,,66,,2,1
46,11/7/22 16:50,22.44,100,643,,,52.2,134,,,82,87,2,1
47,11/7/22 17:00,22.39,100,622,,,52.5,127,,,64,,2,1
48,11/7/22 17:10,22.37,100,660,,,52.2,117,,,56,71,2,1
49,11/7/22 17:20,22.35,100,686,,,53.4,108,,,71,80,2,1
50,11/7/22 17:30,22.35,100,681,,,52,99,,,68,78,2,1
51,11/7/22 17:40,22.3,100,689,,,52.2,91,,,64,77,2,1
52,11/7/22 17:50,22.3,100,627,,,,84,,,,,2,1
,,,,,,,,,,,,,,
,"{'EDA(microS) and Temperature (°C )': 0.012557032800086137, 'EDA(microS) and RH (%)': 4.653021653141062e-11, 'EDA(microS) and CO2(ppm)': 0.04424978740360135, 'EDA(microS) and Thermal Comfort': 0.0045369520729604184, 'Skin Temperature (°C ) and Temperature (°C )': 0.04750240233587092, 'Skin Temperature (°C ) and Diff PM2.5': 0.026834209270640022, 'Stress level and Temperature (°C )': 0.041504301305012765, 'Stress level and Thermal Comfort': 0.037979299539401434, 'Heart rate and Temperature (°C )': 0.027111726072380205, 'Heart rate and RH (%)': 0.0021316283198573207, 'Heart rate and CO2(ppm)': 0.005244575042394193, 'Heart rate and Lighting(lux)': 0.013112443262879718, 'Heart rate and Thermal Comfort': 0.04131475791109348}",,,,,,,,,,,,,
